Year,Region,Month,Sales_USD_1000
2014,Worldwide,October,29013856.0
2014,Worldwide,November,28484109.0
2014,Worldwide,December,29878779.0
2015,Americas,January,5991437.0
2015,Americas,February,5446663.0
2015,Americas,March,5977805.0
2015,Americas,April,5413064.0
2015,Americas,May,5475446.0
2015,Americas,June,5710841.0
2015,Americas,July,5357005.0
2015,Americas,August,5734288.0
2015,Americas,September,6378976.0
2015,Americas,October,6032594.0
2015,Americas,November,5785315.0
2015,Americas,December,5434501.0
2015,Europe,January,2917262.0
2015,Europe,February,2776189.0
2015,Europe,March,3173811.0
2015,Europe,April,2718242.0
2015,Europe,May,2728661.0
2015,Europe,June,3030053.0
2015,Europe,July,2745077.0
2015,Europe,August,2647163.0
2015,Europe,September,3219463.0
2015,Europe,October,2851929.0
2015,Europe,November,2732998.0
2015,Europe,December,2716691.0
2015,Japan,January,2429145.0
2015,Japan,February,2469549.0
2015,Japan,March,2738802.0
2015,Japan,April,2412424.0
2015,Japan,May,2465476.0
2015,Japan,June,2817736.0
2015,Japan,July,2619438.0
2015,Japan,August,2577574.0
2015,Japan,September,2859727.0
2015,Japan,October,2650865.0
2015,Japan,November,2528916.0
2015,Japan,December,2532262.0
2015,Asia Pacific,January,15935413.0
2015,Asia Pacific,February,15381536.0
2015,Asia Pacific,March,17870302.0
2015,Asia Pacific,April,16296025.0
2015,Asia Pacific,May,17058439.0
2015,Asia Pacific,June,17850651.0
2015,Asia Pacific,July,15748025.0
2015,Asia Pacific,August,16812683.0
2015,Asia Pacific,September,18532118.0
2015,Asia Pacific,October,16622238.0
2015,Asia Pacific,November,16445700.0
2015,Asia Pacific,December,16517343.0
2015,Worldwide,January,27273257.0
2015,Worldwide,February,26073937.0
2015,Worldwide,March,29760720.0
2015,Worldwide,April,26839755.0
2015,Worldwide,May,27728022.0
2015,Worldwide,June,29409281.0
2015,Worldwide,July,26469545.0
2015,Worldwide,August,27771708.0
2015,Worldwide,September,30990284.0
2015,Worldwide,October,28157626.0
2015,Worldwide,November,27492929.0
2015,Worldwide,December,27200797.0
2016,Americas,January,5015519.0
2016,Americas,February,4645417.0
2016,Americas,March,5013270.0
2016,Americas,April,4688167.0
2016,Americas,May,4672037.0
2016,Americas,June,5458764.0
2016,Americas,July,5181088.0
2016,Americas,August,5655510.0
2016,Americas,September,6217760.0
2016,Americas,October,6305529.0
2016,Americas,November,6232739.0
2016,Americas,December,6451697.0
2016,Europe,January,2667477.0
2016,Europe,February,2601037.0
2016,Europe,March,2727631.0
2016,Europe,April,2601618.0
2016,Europe,May,2550151.0
2016,Europe,June,2875235.0
2016,Europe,July,2657225.0
2016,Europe,August,2603686.0
2016,Europe,September,3011607.0
2016,Europe,October,2833175.0
2016,Europe,November,2807319.0
2016,Europe,December,2770567.0
2016,Japan,January,2406899.0
2016,Japan,February,2479111.0
2016,Japan,March,2885339.0
2016,Japan,April,2420213.0
2016,Japan,May,2353666.0
2016,Japan,June,2800903.0
2016,Japan,July,2659002.0
2016,Japan,August,2741833.0
2016,Japan,September,3021155.0
2016,Japan,October,2898299.0
2016,Japan,November,2782121.0
2016,Japan,December,2843411.0
2016,Asia Pacific,January,15890315.0
2016,Asia Pacific,February,15344756.0
2016,Asia Pacific,March,16785738.0
2016,Asia Pacific,April,15468881.0
2016,Asia Pacific,May,15969043.0
2016,Asia Pacific,June,17292101.0
2016,Asia Pacific,July,16916336.0
2016,Asia Pacific,August,17805793.0
2016,Asia Pacific,September,19822931.0
2016,Asia Pacific,October,18366031.0
2016,Asia Pacific,November,18761053.0
2016,Asia Pacific,December,19971700.0
2016,Worldwide,January,25980210.0
2016,Worldwide,February,25070321.0
2016,Worldwide,March,27411978.0
2016,Worldwide,April,25178879.0
2016,Worldwide,May,25544897.0
2016,Worldwide,June,28427003.0
2016,Worldwide,July,27413651.0
2016,Worldwide,August,28806822.0
2016,Worldwide,September,32073453.0
2016,Worldwide,October,30403034.0
2016,Worldwide,November,30583232.0
2016,Worldwide,December,32037375.0
2017,Americas,January,5730781.0
2017,Americas,February,5807315.0
2017,Americas,March,6350709.0
2017,Americas,April,6087358.0
2017,Americas,May,6360910.0
2017,Americas,June,7313536.0
2017,Americas,July,7153867.0
2017,Americas,August,8184862.0
2017,Americas,September,8644358.0
2017,Americas,October,8792787.0
2017,Americas,November,8860372.0
2017,Americas,December,9206668.0
2017,Europe,January,2933730.0
2017,Europe,February,2746272.0
2017,Europe,March,3187802.0
2017,Europe,April,3024800.0
2017,Europe,May,3104396.0
2017,Europe,June,3361664.0
2017,Europe,July,3139210.0
2017,Europe,August,3166177.0
2017,Europe,September,3534750.0
2017,Europe,October,3393270.0
2017,Europe,November,3346019.0
2017,Europe,December,3373381.0
2017,Japan,January,2729733.0
2017,Japan,February,2679264.0
2017,Japan,March,3113700.0
2017,Japan,April,2836939.0
2017,Japan,May,2897350.0
2017,Japan,June,3199061.0
2017,Japan,July,3023297.0
2017,Japan,August,3155019.0
2017,Japan,September,3241928.0
2017,Japan,October,3196618.0
2017,Japan,November,3190511.0
2017,Japan,December,3331901.0
2017,Asia Pacific,January,17910613.0
2017,Asia Pacific,February,18574419.0
2017,Asia Pacific,March,20757115.0
2017,Asia Pacific,April,18685422.0
2017,Asia Pacific,May,19578155.0
2017,Asia Pacific,June,21436898.0
2017,Asia Pacific,July,20326779.0
2017,Asia Pacific,August,21423174.0
2017,Asia Pacific,September,22863300.0
2017,Asia Pacific,October,21676833.0
2017,Asia Pacific,November,22328251.0
2017,Asia Pacific,December,23259670.0
2017,Worldwide,January,29304857.0
2017,Worldwide,February,29807270.0
2017,Worldwide,March,33409326.0
2017,Worldwide,April,30634519.0
2017,Worldwide,May,31940811.0
2017,Worldwide,June,35311159.0
2017,Worldwide,July,33643153.0
2017,Worldwide,August,35929232.0
2017,Worldwide,September,38284336.0
2017,Worldwide,October,37059508.0
2017,Worldwide,November,37725153.0
2017,Worldwide,December,39171620.0
2018,Americas,January,7816739.0
2018,Americas,February,7735375.0
2018,Americas,March,8717938.0
2018,Americas,April,8019027.0
2018,Americas,May,7996382.0
2018,Americas,June,9017943.0
2018,Americas,July,8168704.0
2018,Americas,August,9296113.0
2018,Americas,September,11039817.0
2018,Americas,October,9207248.0
2018,Americas,November,8501628.0
2018,Americas,December,7480283.0
2018,Europe,January,3507239.0
2018,Europe,February,3443247.0
2018,Europe,March,3856051.0
2018,Europe,April,3649273.0
2018,Europe,May,3583167.0
2018,Europe,June,3765497.0
2018,Europe,July,3337214.0
2018,Europe,August,3507201.0
2018,Europe,September,3909256.0
2018,Europe,October,3489972.0
2018,Europe,November,3534085.0
2018,Europe,December,3374830.0
2018,Japan,January,3096407.0
2018,Japan,February,3109211.0
2018,Japan,March,3428833.0
2018,Japan,April,3330515.0
2018,Japan,May,3288777.0
2018,Japan,June,3563435.0
2018,Japan,July,3322525.0
2018,Japan,August,3335171.0
2018,Japan,September,3540741.0
2018,Japan,October,3343938.0
2018,Japan,November,3285539.0
2018,Japan,December,3316194.0
2018,Asia Pacific,January,21495743.0
2018,Asia Pacific,February,20927966.0
2018,Asia Pacific,March,24172691.0
2018,Asia Pacific,April,22439029.0
2018,Asia Pacific,May,23688146.0
2018,Asia Pacific,June,25597494.0
2018,Asia Pacific,July,23176808.0
2018,Asia Pacific,August,25889302.0
2018,Asia Pacific,September,26350858.0
2018,Asia Pacific,October,23418727.0
2018,Asia Pacific,November,23703721.0
2018,Asia Pacific,December,22002285.0
2018,Worldwide,January,35916128.0
2018,Worldwide,February,35215799.0
2018,Worldwide,March,40175513.0
2018,Worldwide,April,37437844.0
2018,Worldwide,May,38556472.0
2018,Worldwide,June,41944369.0
2018,Worldwide,July,38005251.0
2018,Worldwide,August,42027787.0
2018,Worldwide,September,44840672.0
2018,Worldwide,October,39459885.0
2018,Worldwide,November,39024973.0
2018,Worldwide,December,36173592.0
2019,Americas,January,5950687.0
2019,Americas,February,5649028.0
2019,Americas,March,6554652.0
2019,Americas,April,5366282.0
2019,Americas,May,5835030.0
2019,Americas,June,6477186.0
2019,Americas,July,5964352.0
2019,Americas,August,6763966.0
2019,Americas,September,7472681.0
2019,Americas,October,7685707.0
2019,Americas,November,7395197.0
2019,Americas,December,7504703.0
2019,Europe,January,3410052.0
2019,Europe,February,3363382.0
2019,Europe,March,3509253.0
2019,Europe,April,3245857.0
2019,Europe,May,3309625.0
2019,Europe,June,3268970.0
2019,Europe,July,3251646.0
2019,Europe,August,3278395.0
2019,Europe,September,3553845.0
2019,Europe,October,3295414.0
2019,Europe,November,3232841.0
2019,Europe,December,3096793.0
2019,Japan,January,2868808.0
2019,Japan,February,2774356.0
2019,Japan,March,2916222.0
2019,Japan,April,2883838.0
2019,Japan,May,2853359.0
2019,Japan,June,3158452.0
2019,Japan,July,2986946.0
2019,Japan,August,3054097.0
2019,Japan,September,3331937.0
2019,Japan,October,3062630.0
2019,Japan,November,2954333.0
2019,Japan,December,3147863.0
2019,Asia Pacific,January,19007603.0
2019,Asia Pacific,February,19414999.0
2019,Asia Pacific,March,22432963.0
2019,Asia Pacific,April,19223142.0
2019,Asia Pacific,May,20983632.0
2019,Asia Pacific,June,21964542.0
2019,Asia Pacific,July,20581471.0
2019,Asia Pacific,August,22839839.0
2019,Asia Pacific,September,24293197.0
2019,Asia Pacific,October,21890193.0
2019,Asia Pacific,November,22384365.0
2019,Asia Pacific,December,22862645.0
2019,Worldwide,January,31237150.0
2019,Worldwide,February,31201765.0
2019,Worldwide,March,35413090.0
2019,Worldwide,April,30719119.0
2019,Worldwide,May,32981646.0
2019,Worldwide,June,34869150.0
2019,Worldwide,July,32784415.0
2019,Worldwide,August,35936297.0
2019,Worldwide,September,38651660.0
2019,Worldwide,October,35933944.0
2019,Worldwide,November,35966736.0
2019,Worldwide,December,36612004.0
2020,Americas,January,7208217.0
2020,Americas,February,7164971.0
2020,Americas,March,7741609.0
2020,Americas,April,6914549.0
2020,Americas,May,7428932.0
2020,Americas,June,8548798.0
2020,Americas,July,7141254.0
2020,Americas,August,7965060.0
2020,Americas,September,8954991.0
2020,Americas,October,8584019.0
2020,Americas,November,9244994.0
2020,Americas,December,8468687.0
2020,Europe,January,3403141.0
2020,Europe,February,3277345.0
2020,Europe,March,3487521.0
2020,Europe,April,2577468.0
2020,Europe,May,2569559.0
2020,Europe,June,2956656.0
2020,Europe,July,2809945.0
2020,Europe,August,3034217.0
2020,Europe,September,3246947.0
2020,Europe,October,3436705.0
2020,Europe,November,3451950.0
2020,Europe,December,3268226.0
2020,Japan,January,2870732.0
2020,Japan,February,2812583.0
2020,Japan,March,2971588.0
2020,Japan,April,2754748.0
2020,Japan,May,2847058.0
2020,Japan,June,3068459.0
2020,Japan,July,3057783.0
2020,Japan,August,2961663.0
2020,Japan,September,3187563.0
2020,Japan,October,3212584.0
2020,Japan,November,3473308.0
2020,Japan,December,3253104.0
2020,Asia Pacific,January,19962835.0
2020,Asia Pacific,February,20263191.0
2020,Asia Pacific,March,23396261.0
2020,Asia Pacific,April,19768480.0
2020,Asia Pacific,May,21204500.0
2020,Asia Pacific,June,22784216.0
2020,Asia Pacific,July,21264572.0
2020,Asia Pacific,August,23535404.0
2020,Asia Pacific,September,26366866.0
2020,Asia Pacific,October,23591528.0
2020,Asia Pacific,November,23968190.0
2020,Asia Pacific,December,24926381.0
2020,Worldwide,January,33444925.0
2020,Worldwide,February,33518090.0
2020,Worldwide,March,37596979.0
2020,Worldwide,April,32015245.0
2020,Worldwide,May,34050049.0
2020,Worldwide,June,37358129.0
2020,Worldwide,July,34273554.0
2020,Worldwide,August,37496344.0
2020,Worldwide,September,41756367.0
2020,Worldwide,October,38824836.0
2020,Worldwide,November,40138442.0
2020,Worldwide,December,39916398.0
2021,Americas,January,7962853.0
2021,Americas,February,7944497.0
2021,Americas,March,8713428.0
2021,Americas,April,8577456.0
2021,Americas,May,9425094.0
2021,Americas,June,10112446.0
2021,Americas,July,9867186.0
2021,Americas,August,10999640.0
2021,Americas,September,11469892.0
2021,Americas,October,10637996.0
2021,Americas,November,12494591.0
2021,Americas,December,13276254.0
2021,Europe,January,3639027.0
2021,Europe,February,3541287.0
2021,Europe,March,3863775.0
2021,Europe,April,3857550.0
2021,Europe,May,3756545.0
2021,Europe,June,4110824.0
2021,Europe,July,3755895.0
2021,Europe,August,3972094.0
2021,Europe,September,4363932.0
2021,Europe,October,4115587.0
2021,Europe,November,4377977.0
2021,Europe,December,4402284.0
2021,Japan,January,3088228.0
2021,Japan,February,3126323.0
2021,Japan,March,3542104.0
2021,Japan,April,3398497.0
2021,Japan,May,3402255.0
2021,Japan,June,3799530.0
2021,Japan,July,3697571.0
2021,Japan,August,3780267.0
2021,Japan,September,4037858.0
2021,Japan,October,3874468.0
2021,Japan,November,3933647.0
2021,Japan,December,4006415.0
2021,Asia Pacific,January,25335323.0
2021,Asia Pacific,February,24375852.0
2021,Asia Pacific,March,28210096.0
2021,Asia Pacific,April,26991977.0
2021,Asia Pacific,May,27965749.0
2021,Asia Pacific,June,29152469.0
2021,Asia Pacific,July,27954754.0
2021,Asia Pacific,August,30764843.0
2021,Asia Pacific,September,30775278.0
2021,Asia Pacific,October,28618835.0
2021,Asia Pacific,November,31583574.0
2021,Asia Pacific,December,31238491.0
2021,Worldwide,January,40025431.0
2021,Worldwide,February,38987959.0
2021,Worldwide,March,44329403.0
2021,Worldwide,April,42825480.0
2021,Worldwide,May,44549643.0
2021,Worldwide,June,47175269.0
2021,Worldwide,July,45275406.0
2021,Worldwide,August,49516844.0
2021,Worldwide,September,50646960.0
2021,Worldwide,October,47246886.0
2021,Worldwide,November,52389789.0
2021,Worldwide,December,52923444.0
2022,Americas,January,10219295.0
2022,Americas,February,11533221.0
2022,Americas,March,12738970.0
2022,Americas,April,11625499.0
2022,Americas,May,12613681.0
2022,Americas,June,12100136.0
2022,Americas,July,10804439.0
2022,Americas,August,11522933.0
2022,Americas,September,13774165.0
2022,Americas,October,11688909.0
2022,Americas,November,11057371.0
2022,Americas,December,11457333.0
2022,Europe,January,4547539.0
2022,Europe,February,4582790.0
2022,Europe,March,4756086.0
2022,Europe,April,4058609.0
2022,Europe,May,4419662.0
2022,Europe,June,4566618.0
2022,Europe,July,4409117.0
2022,Europe,August,4583540.0
2022,Europe,September,4559000.0
2022,Europe,October,4454559.0
2022,Europe,November,4437356.0
2022,Europe,December,4478233.0
2022,Japan,January,3726176.0
2022,Japan,February,3847033.0
2022,Japan,March,4169438.0
2022,Japan,April,3941630.0
2022,Japan,May,4292541.0
2022,Japan,June,4023622.0
2022,Japan,July,4013737.0
2022,Japan,August,4066435.0
2022,Japan,September,4079358.0
2022,Japan,October,4030426.0
2022,Japan,November,3948385.0
2022,Japan,December,4019463.0
2022,Asia Pacific,January,28400151.0
2022,Asia Pacific,February,30343718.0
2022,Asia Pacific,March,32884730.0
2022,Asia Pacific,April,28333137.0
2022,Asia Pacific,May,31122857.0
2022,Asia Pacific,June,29406183.0
2022,Asia Pacific,July,25228516.0
2022,Asia Pacific,August,26987299.0
2022,Asia Pacific,September,26985699.0
2022,Asia Pacific,October,24097271.0
2022,Asia Pacific,November,23626157.0
2022,Asia Pacific,December,23521171.0
2022,Worldwide,January,46893161.0
2022,Worldwide,February,50306762.0
2022,Worldwide,March,54549224.0
2022,Worldwide,April,47958875.0
2022,Worldwide,May,52448741.0
2022,Worldwide,June,50096559.0
2022,Worldwide,July,44455809.0
2022,Worldwide,August,47160207.0
2022,Worldwide,September,49398222.0
2022,Worldwide,October,44271165.0
2022,Worldwide,November,43069269.0
2022,Worldwide,December,43476200.0
2023,Americas,January,9002994.0
2023,Americas,February,9395490.0
2023,Americas,March,10426524.0
2023,Americas,April,8806483.0
2023,Americas,May,9946461.0
2023,Americas,June,12298284.0
2023,Americas,July,10751171.0
2023,Americas,August,11475553.0
2023,Americas,September,13139106.0
2023,Americas,October,11971442.0
2023,Americas,November,13434747.0
2023,Americas,December,13729063.0
2023,Europe,January,4537556.0
2023,Europe,February,4408022.0
2023,Europe,March,4845999.0
2023,Europe,April,4468853.0
2023,Europe,May,4783517.0
2023,Europe,June,4870674.0
2023,Europe,July,4532194.0
2023,Europe,August,4637191.0
2023,Europe,September,5293609.0
2023,Europe,October,4455602.0
2023,Europe,November,4262038.0
2023,Europe,December,4667519.0
2023,Japan,January,3781574.0
2023,Japan,February,3912308.0
2023,Japan,March,3891443.0
2023,Japan,April,3873144.0
2023,Japan,May,4000470.0
2023,Japan,June,4048502.0
2023,Japan,July,3750443.0
2023,Japan,August,3952244.0
2023,Japan,September,4022239.0
2023,Japan,October,3827818.0
2023,Japan,November,3838010.0
2023,Japan,December,3853298.0
2023,Asia Pacific,January,20140251.0
2023,Asia Pacific,February,20447421.0
2023,Asia Pacific,March,24721530.0
2023,Asia Pacific,April,21113795.0
2023,Asia Pacific,May,22683446.0
2023,Asia Pacific,June,25820601.0
2023,Asia Pacific,July,22201592.0
2023,Asia Pacific,August,23802074.0
2023,Asia Pacific,September,27117003.0
2023,Asia Pacific,October,26125327.0
2023,Asia Pacific,November,26452611.0
2023,Asia Pacific,December,29368189.0
2023,Worldwide,January,37462375.0
2023,Worldwide,February,38163241.0
2023,Worldwide,March,43885496.0
2023,Worldwide,April,38262275.0
2023,Worldwide,May,41413894.0
2023,Worldwide,June,47038061.0
2023,Worldwide,July,41235400.0
2023,Worldwide,August,43867062.0
2023,Worldwide,September,49571957.0
2023,Worldwide,October,46380189.0
2023,Worldwide,November,47987406.0
2023,Worldwide,December,51618069.0
2024,Americas,January,11725442.0
2024,Americas,February,12242370.0
2024,Americas,March,14370787.0
2024,Americas,April,12525457.0
2024,Americas,May,14786593.0
2024,Americas,June,17012422.0
2024,Americas,July,14423623.0
2024,Americas,August,18244138.0
2024,Americas,September,19066463.0
2024,Americas,October,18727383.0
2024,Americas,November,20710242.0
2024,Americas,December,21287587.0
2024,Europe,January,4211671.0
2024,Europe,February,4211986.0
2024,Europe,March,4549024.0
2024,Europe,April,4020870.0
2024,Europe,May,4085829.0
2024,Europe,June,4426970.0
2024,Europe,July,3966809.0
2024,Europe,August,4379528.0
2024,Europe,September,4933134.0
2024,Europe,October,4139333.0
2024,Europe,November,4226356.0
2024,Europe,December,4098708.0
2024,Japan,January,3392699.0
2024,Japan,February,3553205.0
2024,Japan,March,3736395.0
2024,Japan,April,3599206.0
2024,Japan,May,3789036.0
2024,Japan,June,3938601.0
2024,Japan,July,3983817.0
2024,Japan,August,4074354.0
2024,Japan,September,4571058.0
2024,Japan,October,4049766.0
2024,Japan,November,3922863.0
2024,Japan,December,4128287.0
2024,Asia Pacific,January,24932559.0
2024,Asia Pacific,February,24814021.0
2024,Asia Pacific,March,29394303.0
2024,Asia Pacific,April,24617367.0
2024,Asia Pacific,May,28222927.0
2024,Asia Pacific,June,29282974.0
2024,Asia Pacific,July,26513686.0
2024,Asia Pacific,August,29650675.0
2024,Asia Pacific,September,32740166.0
2024,Asia Pacific,October,26879887.0
2024,Asia Pacific,November,30089659.0
2024,Asia Pacific,December,30298370.0
2024,Worldwide,January,44262371.0
2024,Worldwide,February,44821582.0
2024,Worldwide,March,52050509.0
2024,Worldwide,April,44762900.0
2024,Worldwide,May,50884385.0
2024,Worldwide,June,54660967.0
2024,Worldwide,July,48887935.0
2024,Worldwide,August,56348695.0
2024,Worldwide,September,61310821.0
2024,Worldwide,October,53796369.0
2024,Worldwide,November,58949120.0
2024,Worldwide,December,59812952.0
2025,Americas,January,16648460.0
2025,Americas,February,18028610.0
2025,Americas,March,20713691.0
2025,Americas,April,16088850.0
2025,Americas,May,18569494.0
2025,Americas,June,20768301.0
2025,Americas,July,20871700.0
2025,Americas,August,21419182.0
2025,Americas,September,25145834.0
2025,Americas,October,23591451.0
2025,Americas,November,25936756.0
2025,Americas,December,28694121.0
2025,Europe,January,3986378.0
2025,Europe,February,3937454.0
2025,Europe,March,4770882.0
2025,Europe,April,4119821.0
2025,Europe,May,4367810.0
2025,Europe,June,4645944.0
2025,Europe,July,4186096.0
2025,Europe,August,4523945.0
2025,Europe,September,5412979.0
2025,Europe,October,4706092.0
2025,Europe,November,4941819.0
2025,Europe,December,5094834.0
2025,Japan,January,3659549.0
2025,Japan,February,3563507.0
2025,Japan,March,4089901.0
2025,Japan,April,3528341.0
2025,Japan,May,3491752.0
2025,Japan,June,3790115.0
2025,Japan,July,3708201.0
2025,Japan,August,3731500.0
2025,Japan,September,3977057.0
2025,Japan,October,3835430.0
2025,Japan,November,3688326.0
2025,Japan,December,3659540.0
2025,Asia Pacific,January,26473983.0
2025,Asia Pacific,February,28544613.0
2025,Asia Pacific,March,32197775.0
2025,Asia Pacific,April,31356653.0
2025,Asia Pacific,May,33973437.0
2025,Asia Pacific,June,35651258.0
2025,Asia Pacific,July,33334793.0
2025,Asia Pacific,August,39499033.0
2025,Asia Pacific,September,43984832.0
2025,Asia Pacific,October,39514299.0
2025,Asia Pacific,November,47316124.0
2025,Asia Pacific,December,47899782.0
2025,Worldwide,January,50768370.0
2025,Worldwide,February,54074184.0
2025,Worldwide,March,61772249.0
2025,Worldwide,April,55093665.0
2025,Worldwide,May,60402493.0
2025,Worldwide,June,64855618.0
2025,Worldwide,July,62100790.0
2025,Worldwide,August,69173660.0
2025,Worldwide,September,78520702.0
2025,Worldwide,October,71647272.0
2025,Worldwide,November,81883025.0
2025,Worldwide,December,85348277.0
2026,Americas,January,24625051.0
2026,Americas,February,36199755.0
2026,Americas,March,40595854.0
2026,Americas,April,41534424.0
2026,Americas,May,46422927.0
2026,Europe,January,5506393.0
2026,Europe,February,6560532.0
2026,Europe,March,6530959.0
2026,Europe,April,6754705.0
2026,Europe,May,8014839.0
2026,Japan,January,3650632.0
2026,Japan,February,4032095.0
2026,Japan,March,4467292.0
2026,Japan,April,4428604.0
2026,Japan,May,4857631.0
2026,Asia Pacific,January,46998751.0
2026,Asia Pacific,February,54762826.0
2026,Asia Pacific,March,64615492.0
2026,Asia Pacific,April,60958983.0
2026,Asia Pacific,May,72642332.0
2026,Worldwide,January,80780827.0
2026,Worldwide,February,101555208.0
2026,Worldwide,March,116209597.0
2026,Worldwide,April,113676716.0
2026,Worldwide,May,131937729.0
